Schindler's List (1993),Drama|War,"['jews', 'holocaust', 'oscar (best directing)', 'poland', 'oscar (best editing)', 'nazi', 'oscar (best picture)', 'nazis', 'imdb top 250', 'amazing photography']",4.310175010988133,178,346,151,771,474,4088,2622,13347,5722,22355
Searching for Bobby Fischer (1993),Drama,"['chess', 'mentor', 'based on a true story', 'based on true story', 'true story', 'genius', 'great acting', 'oscar (best cinematography)', 'original', 'drama']",3.8507578524470416,19,93,26,272,155,2465,708,4585,515,2114
Sleepless in Seattle (1993),Comedy|Drama|Romance,"['romantic comedy', 'romantic', 'chick flick', 'love story', 'girlie movie', 'destiny', 'sweet', 'good romantic comedies', 'happy ending', 'romance']",3.518416941503211,209,658,317,1684,1068,8801,2183,8959,875,4051
Blade Runner (1982),Action|Sci-Fi|Thriller,"['distopia', 'futuristic', 'androids', 'future', 'cyberpunk', 'visual', 'sci fi', 'scifi', 'visually stunning', 'science fiction']",4.133705693507174,83,255,134,835,585,3489,2138,8639,3581,10787
So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,"['comedy', 'funny', 'hilarious', 'very funny', 'sarcasm', 'san francisco', 'saturday night live', 'original', 'great movie', 'great']",3.236354065435698,157,495,205,1287,619,4006,1208,2944,394,1033
"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,"['stop motion', 'dark fantasy', 'halloween', 'animation', 'holiday', 'christmas', 'stop-motion', 'dark', 'original', 'imagination']",3.731849431956702,69,505,108,1085,394,4721,1603,6347,1733,3944
"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,"['based on a book', 'swashbuckler', 'fun movie', 'adventure', 'sword fighting', 'based on book', 'adapted from:book', 'action', 'adaptation', 'fun']",3.2163010619331835,106,389,225,1191,739,4890,1142,3133,289,797
Tombstone (1993),Action|Drama|Western,"['gunfight', 'western', 'great acting', 'vengeance', 'oscar (best cinematography)', 'guns', 'great movie', 'historical', 'dialogue', 'action']",3.6974995051791253,42,238,59,711,289,4433,1008,4816,690,2871
True Romance (1993),Crime|Thriller,"['highly quotable', 'violence', 'violent', 'ensemble cast', 'gratuitous violence', 'brutality', 'dialogue', 'cult classic', 'bloody', 'dark humor']",3.808365885416667,30,231,62,593,237,3458,1175,5423,1109,3042
"Brady Bunch Movie, The (1995)",Comedy,"['based on a tv show', 'parody', 'original', 'spoof', 'television', 'silly fun', 'family', 'series', 'culture clash', 'fun movie']",2.6621538144754453,490,1151,299,1492,503,3481,450,1453,57,337
Home Alone (1990),Children|Comedy,"['holiday', 'christmas', 'family', 'children', 'comedy', 'kids and family', 'kids', 'fun movie', 'funny', 'childhood']",3.0866551432199802,430,1558,624,3109,1779,10085,2519,5804,723,1717
Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,"['ghosts', 'love story', 'supernatural', 'romantic', 'afterlife', 'chick flick', 'girlie movie', 'romance', 'sentimental', 'touching']",3.443858518719479,212,837,341,2213,1123,9448,2164,8451,705,3994
Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,"['disney animated feature', 'kids and family', 'animation', 'fairy tale', 'cartoon', 'kids', 'animated', 'disney', 'computer animation', 'children']",3.6808708952726925,168,729,227,1728,985,11590,3156,14124,2088,7047
Terminator 2: Judgment Day (1991),Action|Sci-Fi,"['future', 'cyborgs', 'action', 'arnold', 'scifi', 'man versus machine', 'science fiction', 'special effects', 'chase', 'futuristic']",3.9319539085828037,219,625,249,1573,847,9462,3747,17917,4288,13317
Dances with Wolves (1990),Adventure|Drama|Western,"['native americans', 'indians', 'oscar (best cinematography)', 'oscar (best picture)', 'oscar (best directing)', 'epic', 'civil war', 'us history', 'long', 'breathtaking']",3.7284654361201595,201,840,308,2112,971,11091,2830,14670,2018,9167
Batman (1989),Action|Crime|Thriller,"['dark hero', 'super hero', 'vigilante', 'super-hero', 'batman', 'superhero', 'based on a comic', 'superheroes', 'franchise', 'dark']",3.4023646154514267,118,831,257,2994,1162,18578,3797,13247,1675,3395
"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,"['serial killer', 'oscar (best directing)', 'suspenseful', 'oscar (best picture)', 'psychology', 'psychological', 'tense', 'imdb top 250', 'great acting', 'thriller']",4.17705650958151,275,555,168,1094,604,6581,3908,20859,6742,22513
Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,"['disney animated feature', 'animation', 'fairy tale', 'cartoon', 'animated', 'classic', 'disney', 'witch', 'animals', 'sweet']",3.6104919509174827,128,334,167,969,570,4950,1459,5431,676,3082
Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,"['animation', 'fairy tale', 'disney animated feature', 'kids and family', 'animated', 'cartoon', 'disney', 'fairy tales', 'musical', 'kids']",3.673302407649838,210,758,225,1696,867,9885,2340,10575,1485,7097
Pinocchio (1940),Animation|Children|Fantasy|Musical,"['disney animated feature', 'animation', 'cartoon', 'animated', 'fairy tale', 'children', 'disney', 'classic', 'talking animals', 'animals']",3.4996870599280236,166,288,189,760,578,3558,1222,3685,515,1821
Pretty Woman (1990),Comedy|Romance,"['romantic comedy', 'romantic', 'chick flick', 'girlie movie', 'love story', 'rags to riches', 'happy ending', 'good romantic comedies', 'romance', 'sweet']",3.420427728613569,300,928,431,2345,1475,11039,2949,9168,1170,4095
Fargo (1996),Comedy|Crime|Drama|Thriller,"['coen bros', 'dark humor', 'imdb top 250', 'crime', 'coen brothers', 'oscar (best actress)', 'minnesota', 'greed', 'oscar (best directing)', 'kidnapping']",4.112359031244223,151,696,117,1299,506,5054,2475,13367,4375,15232
Primal Fear (1996),Crime|Drama|Mystery|Thriller,"['surprise ending', 'lawyer', 'courtroom', 'lawyers', 'murder mystery', 'courtroom drama', 'political corruption', 'twist ending', 'police investigation', 'twists & turns']",3.7585280687617515,16,118,25,402,156,2968,745,4227,716,1796
Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,"['espionage', 'spying', 'action', 'spy', 'spies', 'based on a tv show', 'big budget', 'conspiracy', 'chase', 'suspense']",3.388598594015137,210,845,343,2686,1410,12734,3935,10765,1165,3034
Dragonheart (1996),Action|Adventure|Fantasy,"['dragons', 'fantasy', 'medieval', 'mythology', 'high fantasy', 'special effects', 'adventure', 'fairy tales', 'fantasy world', 'mentor']",3.216847519729425,136,527,244,1480,716,5228,1079,3324,208,1250
James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,"['stop motion', 'based on book', 'adapted from:book', 'stop-motion', 'based on a book', 'animation', 'fantasy', 'surreal', 'imagination', 'original']",3.314919827923348,99,434,131,816,397,3386,959,2797,294,915
Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,"['cartoon', 'sports', 'animation', 'basketball', 'fun', 'goofy', 'fun movie', 'golf', 'silly fun', 'aliens']",2.7134213976000807,355,1055,397,1723,753,3035,625,1342,136,496
"Truth About Cats & Dogs, The (1996)",Comedy|Romance,"['romantic comedy', 'romantic', 'chick flick', 'good romantic comedies', 'sweet', 'girlie movie', 'dog', 'love story', 'romance', 'women']",3.4050317761907882,92,344,155,1062,531,5582,911,4868,199,1519
"Rock, The (1996)",Action|Adventure|Thriller,"['good action', 'action', 'action packed', 'alcatraz', 'san francisco', 'chase', 'prison escape', 'weapons', 'fast paced', 'awesome soundtrack']",3.679536248524862,124,457,248,1484,996,7705,2957,10662,1394,5326
Twister (1996),Action|Adventure|Romance|Thriller,"['natural disaster', 'special effects', 'big budget', 'chase', 'action', 'exciting', 'action packed', 'disaster', 'story', 'good action']",3.196249152437897,312,1360,571,3562,1969,11497,2399,7282,398,3096
Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,"['claymation', 'animation', 'aardman', 'animated', 'aardman studios', 'short', 'british', 'stop motion', 'british comedy', 'story']",4.167315497390872,135,141,56,191,145,943,866,3886,1358,4352
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,"['imdb top 250', 'kubrick', 'nuclear war', 'cold war', 'dark humor', 'sarcasm', 'satirical', 'masterpiece', 'absurd', 'satire']",4.247286821705426,101,173,97,456,360,1992,1581,5823,3091,9546
Striptease (1996),Comedy|Crime,"['strippers', 'based on a book', 'adapted from:book', 'nudity (topless - notable)', 'erotic', 'sexy', 'comedy', 'pornography', 'horrible', 'based on book']",2.4097207642242284,433,1596,457,2066,601,2917,280,763,51,362
Trainspotting (1996),Comedy|Crime|Drama,"['drug abuse', 'drug addiction', 'drugs', 'addiction', 'dark humor', 'heroin', 'good soundtrack', 'social commentary', 'imdb top 250', 'narrated']",4.0112340497689605,91,399,82,674,359,2647,2144,8052,3100,6041
Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,"['alien', 'alien invasion', 'aliens', 'big budget', 'special effects', 'end of the world', 'scifi', 'action', 'sci-fi', 'apocalypse']",3.370961571161367,601,1817,864,4061,2440,12836,4560,12046,1611,6212
"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,"['disney animated feature', 'animation', 'adapted from:book', 'cartoon', 'disney', 'paris', 'computer animation', 'happy ending', 'animated', 'original']",3.2548368466647415,153,465,230,975,572,3322,804,2440,264,1164
"Cable Guy, The (1996)",Comedy|Thriller,"['goofy', 'comedy', 'dark comedy', 'hilarious', 'dark humor', 'original', 'very funny', 'obsession', 'black comedy', 'weird']",2.7027609708602824,390,1532,555,2495,1149,4604,1125,1851,205,473
Kingpin (1996),Comedy,"['comedy', 'bowling', 'funniest movies', 'goofy', 'dumb', 'funny', 'humorous', 'hilarious', 'humor', 'funny as hell']",3.285222408337986,115,591,130,1071,433,3043,989,3081,289,1004
Eraser (1996),Action|Drama|Thriller,"['arnold', 'action', 'good action', 'weapons', 'conspiracy', 'big budget', 'action packed', 'chase', 'realistic action', 'mentor']",3.148218159281066,186,691,343,1682,951,6317,858,3684,97,1326
"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,"['comedy', 'goofy', 'buddy movie', 'hilarious', 'funniest movies', 'remake', 'funny', 'family', 'funny as hell', 'silly fun']",2.8827065269429224,475,1567,568,2694,1319,6582,936,3403,118,1137
Phenomenon (1996),Drama|Romance,"['tear jerker', 'small town', 'sentimental', 'love story', 'feel-good', 'touching', 'destiny', 'romantic', 'supernatural', 'feel good movie']",3.4905096100167476,75,300,151,850,466,4035,797,3776,210,1879
"Time to Kill, A (1996)",Drama|Thriller,"['vigilante', 'vigilantism', 'lawyers', 'lawyer', 'courtroom', 'vengeance', 'race issues', 'justice', 'rape', 'mentor']",3.702798699075659,39,162,58,486,277,3206,882,4027,435,2112
Ransom (1996),Crime|Thriller,"['tense', 'kidnapping', 'thriller', 'suspenseful', 'action', 'intense', 'conspiracy theory', 'drama', 'twists & turns', 'vengeance']",3.4579354568899423,64,243,177,922,764,4429,1466,4381,261,1640
Tin Cup (1996),Comedy|Drama|Romance,"['golf', 'sports', 'mentor', 'romance', 'romantic comedy', 'romantic', 'underdog', 'love story', 'feel-good', 'fun movie']",3.188299990518631,94,438,148,1071,480,4017,747,2778,139,635
"Godfather, The (1972)",Crime|Drama,"['francis ford copolla', 'organized crime', 'mafia', 'masterpiece', 'oscar (best directing)', 'mob', 'highly quotable', 'imdb top 250', 'oscar (best picture)', 'gangster']",4.364732196832306,185,315,151,699,417,2846,1920,9307,5264,20251
Singin' in the Rain (1952),Comedy|Musical|Romance,"['dance', 'imdb top 250', 'musical', 'afi 100', 'classic', 'dancing', 'talky', 'music', 'affectionate', 'good music']",4.0808787552598105,75,132,64,305,165,1256,687,2981,904,3650
Breakfast at Tiffany's (1961),Drama|Romance,"['romantic', 'bittersweet', 'love story', 'adapted from:book', 'oscar (best actress)', 'romantic comedy', 'new york', 'romance', 'classic', 'based on a book']",3.853563533003474,51,131,53,376,210,1692,882,3216,750,2138
Vertigo (1958),Drama|Mystery|Romance|Thriller,"['hitchcock', 'obsession', 'imdb top 250', 'enigmatic', 'masterpiece', 'suspense', 'san francisco', 'complex', 'amazing cinematography', 'psychological']",4.148006243791684,38,67,35,239,195,1472,1107,4868,1539,4534
Rear Window (1954),Mystery|Thriller,"['hitchcock', 'voyeurism', 'suspenseful', 'imdb top 250', 'tense', 'suspense', 'obsession', 'murder', 'masterpiece', 'classic']",4.271333600779414,67,57,38,164,147,1246,1229,5683,2348,6470
North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,"['hitchcock', 'imdb top 250', 'mistaken identity', 'suspense', 'suspenseful', 'tense', 'chase', 'classic', 'spying', 'noir thriller']",4.233538107122288,34,52,28,176,144,1352,1057,5439,1804,5541
Some Like It Hot (1959),Comedy|Crime,"['cross dressing', 'imdb top 250', 'screwball comedy', 'comedy', 'classic', 'farce', 'black and white', 'afi 100', 'gangsters', 'screwball']",4.082677165354331,37,80,57,267,195,1378,854,3494,1027,3533
Casablanca (1942),Drama|Romance,"['imdb top 250', 'world war ii', 'oscar (best picture)', 'classic', 'quotable', 'oscar (best directing)', 'black and white', 'nazis', 'wartime', 'wwii']",4.258326830670664,118,172,97,408,347,2268,1456,6361,2656,10466
"Maltese Falcon, The (1941)",Film-Noir|Mystery,"['noir thriller', 'highly quotable', 'private detective', 'imdb top 250', 'noir', 'classic', 'talky', 'black and white', 'film noir', 'mystery']",4.187211791831357,42,60,32,196,140,1270,830,4022,1169,4383
My Fair Lady (1964),Comedy|Drama|Musical|Romance,"['oscar (best picture)', 'oscar (best supporting actor)', 'based on a play', '70mm', 'musical', 'broadway', 'oscar (best actress)', 'oscar (best directing)', 'music', 'oscar (best actor)']",3.911249613680849,90,136,50,324,231,1545,829,3133,857,2512
"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,"['witch', 'witches', 'classic', 'imdb top 250', 'wizards', 'fantasy', 'fairy tale', 'imagination', 'adapted from:book', 'courage']",3.9816805288974195,117,278,139,764,585,3671,2035,6758,1685,7413
Gone with the Wind (1939),Drama|Romance|War,"['civil war', 'oscar (best directing)', 'oscar (best cinematography)', 'oscar (best supporting actress)', 'oscar (best actress)', 'epic', 'oscar (best picture)', 'imdb top 250', 'love', 'amazing cinematography']",3.8218602389552654,131,370,140,835,372,2597,975,3862,895,4219
Citizen Kane (1941),Drama|Mystery,"['imdb top 250', 'masterpiece', 'enigmatic', 'afi 100', 'cinematography', 'black and white', 'amazing cinematography', 'classic', 'storytelling', 'criterion']",4.1304433442106445,112,220,127,586,328,1955,1233,4423,1733,7057
2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,"['space travel', 'space', 'masterpiece', 'visual', 'imdb top 250', 'astronauts', 'kubrick', 'scifi', 'visually appealing', 'cerebral']",3.9557478319407595,232,547,204,1203,555,3510,1735,6616,2379,8272
It's a Wonderful Life (1946),Drama|Fantasy|Romance,"['imdb top 250', 'classic', 'small town', 'heartwarming', 'holiday', 'life', 'sentimental', 'feel-good', 'christmas', 'alternate universe']",4.064292814541323,88,197,87,442,268,1864,977,3773,1455,4933
"African Queen, The (1951)",Adventure|Comedy|Romance|War,"['africa', 'imdb top 250', 'adventure', 'classic', 'oscar (best actor)', 'romance', 'afi 100', 'boat', 'jungle', 'oscar (best directing)']",4.101558046741403,32,74,41,238,143,1334,637,3814,729,3484
Mary Poppins (1964),Children|Comedy|Fantasy|Musical,"['children', 'childhood', 'musical', 'family', 'disney', 'classic', 'animation', 'oscar (best actress)', 'sweet', 'based on a book']",3.7324063564131666,89,263,129,764,396,2958,1283,4383,917,2914
"Sound of Music, The (1965)",Musical|Romance,"['music', 'oscar (best picture)', 'children', 'musical', 'oscar (best directing)', 'good music', '70mm', 'family', 'kids and family', 'scenic']",3.8044344793223717,142,379,136,774,405,2450,1134,3686,1088,3855
Die Hard (1988),Action|Crime|Thriller,"['good action', 'action', 'lone hero', 'action packed', 'tense', 'imdb top 250', 'explosions', 'suspenseful', 'violence', 'suspense']",3.9338465081088194,97,276,131,850,607,4533,3134,11023,3107,6641
William Shakespeare's Romeo + Juliet (1996),Drama|Romance,"['shakespeare', 'love', 'love story', 'romantic', 'adaptation', 'original', 'tragedy', 'stylized', 'romance', 'literature']",3.5838155958803335,105,348,102,740,390,2017,1060,3068,659,1706
Swingers (1996),Comedy|Drama,"['relationships', 'friendship', 'great dialogue', 'independent film', 'unlikely friendships', 'los angeles', 'coming of age', 'dialogue', 'mentor', 'original']",3.8583180987202925,36,169,60,409,196,1635,946,3433,708,2254
Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,"['chocolate', 'imagination', 'children', 'adapted from:book', 'based on a book', 'whimsical', 'childhood', 'classic', 'colourful', 'original']",3.7099347097229574,104,613,156,1448,715,6750,2541,8690,1910,5408
"Fish Called Wanda, A (1988)",Comedy|Crime,"['oscar (best supporting actor)', 'british comedy', 'comedy', 'absurd', 'hilarious', 'imdb top 250', 'british', 'funny', 'dark humor', 'farce']",3.849623869065772,48,246,108,790,421,3432,1911,7117,1569,4032
Monty Python's Life of Brian (1979),Comedy,"['jesus', 'british comedy', 'monty python', 'comedy', 'biblical', 'absurd', 'humor', 'satire', 'quotable', 'male nudity']",3.9811256506299557,141,219,109,576,343,2729,1870,6816,2777,4977
Bonnie and Clyde (1967),Crime|Drama,"['oscar (best cinematography)', 'violent', 'imdb top 250', 'violence', 'gangsters', 'crime', 'oscar (best supporting actress)', 'stylized', '1930s', 'gangster']",3.886447078569181,24,79,39,273,160,1833,763,3725,601,2036
Dirty Dancing (1987),Drama|Musical|Romance,"['dancing', 'girlie movie', 'dance', 'love story', 'chick flick', 'teen movie', 'teen', 'romantic', 'romance', 'nostalgic']",3.209207300463089,248,583,256,1273,669,2878,958,2472,443,1233
Reservoir Dogs (1992),Crime|Mystery|Thriller,"['hit men', 'violence', 'undercover cop', 'violent', 'heist', 'bloody', 'dark humor', 'organized crime', 'gangster', 'gangsters']",4.089361317170255,115,329,109,621,432,2561,2431,9060,4358,7619
Platoon (1986),Drama|War,"['best war films', 'vietnam war', 'war', 'war movie', 'innocence lost', 'oscar (best picture)', 'imdb top 250', 'vietnam', 'oscar (best supporting actor)', 'oscar (best editing)']",3.919977226720648,38,132,64,464,286,2410,1571,6037,1659,3147
Basic Instinct (1992),Crime|Mystery|Thriller,"['erotic', 'sexual', 'sex', 'sexy', 'sexuality', 'pornography', 'sexualized violence', 'police investigation', 'suspense', 'murder mystery']",3.341334788143299,64,285,138,1008,595,3271,1319,3110,378,830
"Crying Game, The (1992)",Drama|Romance|Thriller,"['twist', 'twists & turns', 'secrets', 'oscar (best writing - screenplay written directly for the screen)', 'plot twist', 'original', 'complicated', 'queer', 'london', 'weird']",3.6575153871072237,91,377,88,743,318,2627,931,4412,530,2231
E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,"['alien', 'spielberg', 'children', 'aliens', 'childhood', 'touching', 'sentimental', 'heartwarming', 'oscar (best picture)', 'classic']",3.7549181581765336,153,536,260,1673,944,6569,3216,10497,2230,6607
Top Gun (1986),Action|Romance,"['action', 'aviation', 'love story', 'cool', 'good action', 'romance', 'tom clancy', 'awesome soundtrack', 'chick flick', 'mentor']",3.4141508506244467,209,575,383,1594,1257,4971,2528,5518,991,2312
"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,"['alien', 'sci-fi', 'aliens', 'scifi', 'amazing photography', 'science fiction', 'special effects', 'underwater', 'sci fi', 'effects']",3.6580991546721497,42,266,66,964,430,4267,1771,6351,1003,2348
Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,"['highly quotable', 'british comedy', 'funniest movies', 'quotable', 'humor', 'comedy', 'monty python', 'absurd', 'off-beat comedy', 'imdb top 250']",4.174146075581396,216,303,147,682,459,2849,2445,9620,4791,11512
Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,"['stop motion', 'claymation', 'animation', 'animated', 'aardman', 'stop-motion', 'aardman studios', 'british', 'short', 'imdb top 250']",4.181067767274664,156,137,67,241,199,1140,1219,4563,1851,5449
"English Patient, The (1996)",Drama|Romance|War,"['oscar (best picture)', 'love story', 'love', 'cinematography', 'desert', 'beautiful scenery', 'passionate', 'adultery', 'amazing cinematography', 'oscar (best supporting actress)']",3.63382257012394,162,669,155,1265,441,3033,936,4279,699,3691
One Flew Over the Cuckoo's Nest (1975),Drama,"['oscar (best picture)', 'powerful ending', 'imdb top 250', 'great acting', 'insanity', 'oscar (best actress)', 'adapted from:book', 'oscar (best directing)', 'masterpiece', 'oscar (best actor)']",4.24807897901911,85,124,76,410,321,2231,2111,9506,4390,10678
Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,"['space opera', 'trilogy', 'series', 'modern fantasy', 'imdb top 250', 'sci fi', 'star wars', 'science fiction', 'franchise', 'space']",4.188202061218635,268,413,139,1015,475,4653,2607,13227,5529,16987
"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,"['highly quotable', 'modern fantasy', 'sword fight', 'quotable', 'sword fighting', 'fairy tale', 'love', 'imdb top 250', 'adventure', 'fairy tales']",4.1767323390413065,112,289,116,738,450,3466,2142,9367,3820,12086
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,"['adventure', 'archaeology', 'treasure hunt', 'indiana jones', 'imdb top 250', 'action', 'spielberg', 'nazi', 'good action', 'exciting']",4.219009123455364,94,197,112,646,475,3827,3324,13634,5621,15365
Brazil (1985),Fantasy|Sci-Fi,"['dystopic future', 'fighting the system', 'futuristic', 'imagination', 'visually stunning', 'surreal', 'future', 'dreams', 'visually appealing', 'dystopia']",4.029590886293616,62,248,88,599,273,1679,958,3928,1525,4597
Aliens (1986),Action|Adventure|Horror|Sci-Fi,"['alien', 'aliens', 'tense', 'action', 'sci-fi', 'scifi', 'sci fi', 'imdb top 250', 'science fiction', 'suspense']",4.005642137763728,132,306,135,808,460,3647,2239,9011,3049,7419
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,"['gunfight', 'western', 'imdb top 250', 'civil war', 'masterpiece', 'ennio morricone', 'treasure hunt', 'spaghetti western', 'moral ambiguity', 'classic']",4.123240894039735,36,112,42,316,185,1593,1132,4601,2114,4365
12 Angry Men (1957),Drama,"['imdb top 250', 'great acting', 'masterpiece', 'dramatic', 'claustrophobic', 'drama', 'courtroom', 'social commentary', 'dialogue driven', 'talky']",4.224137931034483,57,45,34,166,155,1031,925,4057,2175,4289
Lawrence of Arabia (1962),Adventure|Drama|War,"['70mm', 'desert', 'amazing cinematography', 'imdb top 250', 'epic', 'oscar (best picture)', 'cinematography', 'masterpiece', 'oscar (best directing)', 'scenic']",4.162102116658588,63,115,69,311,198,1344,823,3410,1252,4793
"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,"['masterpiece', 'violence', 'violent', 'kubrick', 'sexualized violence', 'imdb top 250', 'narrated', 'brainwashing', 'social commentary', 'controversial']",3.995302502632218,255,524,194,912,517,2684,1963,6836,3421,7388
To Kill a Mockingbird (1962),Drama,"['adapted from:book', 'imdb top 250', 'race issues', 'oscar (best actor)', 'small town', 'black and white', 'afi 100', 'lawyer', 'book', 'based on a book']",4.188943056401923,60,85,52,271,220,1410,1064,4564,1687,5356
Apocalypse Now (1979),Action|Drama|War,"['francis ford copolla', 'mindfuck', 'best war films', 'insanity', 'oscar (best cinematography)', 'vietnam war', 'war movie', 'war', 'masterpiece', 'imdb top 250']",4.108899956691208,103,236,102,619,461,2434,1823,6617,3164,7531
Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,"['space opera', 'trilogy', 'space', 'series', 'great ending', 'star wars', 'sci fi', 'franchise', 'saturn award (best special effects)', 'imdb top 250']",4.004622216528961,252,514,181,1497,632,7116,3206,15342,4690,13409
Goodfellas (1990),Crime|Drama,"['organized crime', 'mafia', 'gangster', 'oscar (best supporting actor)', 'gangsters', 'mob', 'oscar (best directing)', 'masterpiece', 'crime', 'imdb top 250']",4.183632507763387,67,178,54,472,272,2508,1843,8600,3756,8656
Alien (1979),Horror|Sci-Fi,"['alien', 'aliens', 'tense', 'suspenseful', 'space travel', 'science fiction', 'sci-fi', 'space', 'futuristic', 'scifi']",4.041783855429476,164,321,135,814,494,3738,2580,10313,3620,8754
Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,"['cult classic', 'horror', 'splatter', 'demons', 'comedy', 'cult film', 'dark humor', 'humorous', 'great ending', 'quotable']",3.7253187906006895,102,332,92,686,339,2260,1284,3922,1023,2429
Psycho (1960),Crime|Horror,"['hitchcock', 'unusual plot structure', 'imdb top 250', 'suspenseful', 'suspense', 'creepy', 'masterpiece', 'classic', 'tense', 'amazing photography']",4.076899587765281,76,159,61,447,319,2493,1536,6464,2108,5986
"Blues Brothers, The (1980)",Action|Comedy|Musical,"['music', 'musicians', 'chase', 'saturday night live', 'cult classic', 'comedy', 'great music', 'good music', 'mission from god', 'classic']",3.804782082324455,87,305,139,1006,538,3651,1888,6275,1648,4287
"Godfather: Part II, The (1974)",Crime|Drama,"['francis ford copolla', 'organized crime', 'oscar (best directing)', 'highly quotable', 'oscar (best supporting actor)', 'oscar (best picture)', 'imdb top 250', 'mafia', 'masterpiece', 'mob']",4.275640557704942,148,230,88,536,306,2286,1477,6993,3597,11737
Full Metal Jacket (1987),Drama|War,"['best war films', 'vietnam war', 'imdb top 250', 'war', 'war movie', 'kubrick', 'masterpiece', 'military', 'vietnam', 'violence']",4.033179786554775,36,147,56,504,286,2665,2067,7972,3246,4947
Amadeus (1984),Drama,"['mozart', 'classical music', 'oscar (best picture)', '18th century', 'music', 'oscar (best actor)', 'imdb top 250', 'biographical', 'oscar (best directing)', 'biopic']",4.073886590411292,54,159,72,424,336,2526,1721,7079,2143,6031
Raging Bull (1980),Drama,"['masterpiece', 'imdb top 250', 'oscar (best cinematography)', 'oscar (best actor)', 'character study', 'black and white', 'oscar (best picture)', 'great acting', 'violent', 'oscar (best directing)']",4.083410565338276,23,102,42,274,158,1211,681,3049,1066,3105
Annie Hall (1977),Comedy|Romance,"['relationships', 'oscar (best picture)', 'oscar (best directing)', 'imdb top 250', 'intellectual', 'new york', 'oscar (best actress)', 'sarcasm', 'melancholic', 'bittersweet']",4.081258532145875,78,246,73,529,237,1875,889,4555,1449,5452
"Boot, Das (Boat, The) (1981)",Action|Drama|War,"['best war films', 'world war ii', 'wwii', 'claustrophobic', 'submarine', 'german', 'tense', 'germany', 'imdb top 250', 'war']",4.139729650308551,50,139,43,284,168,1530,794,4539,1433,4632
"Sting, The (1973)",Comedy|Crime,"['con men', 'con artists', 'oscar (best picture)', 'heist', 'twists & turns', 'imdb top 250', 'caper', '1930s', 'great acting', 'oscar (best directing)']",4.173556210639153,21,59,30,211,138,1564,988,5452,1720,4743
"Terminator, The (1984)",Action|Sci-Fi|Thriller,"['dystopic future', 'future', 'cyborgs', 'highly quotable', 'futuristic', 'scifi', 'man versus machine', 'sci fi', 'arnold', 'sci-fi']",3.8963923539441803,150,345,193,975,818,5180,3612,11850,3128,7178
Glory (1989),Drama|War,"['civil war', 'best war films', 'oscar (best supporting actor)', 'courage', 'history', 'oscar (best cinematography)', 'war', 'imdb top 250', 'race issues', 'historical']",3.974523071906082,40,77,48,283,210,1910,1002,4738,975,2983
Dead Poets Society (1989),Drama,"['mentor', 'literature', 'boarding school', 'coming of age', 'school', 'drama', 'teacher', 'oscar (best supporting actor)', 'inspiring', 'inspirational']",3.8938066023955593,69,191,116,669,520,3091,2330,7018,2473,4061
"Graduate, The (1967)",Comedy|Drama|Romance,"['oscar (best directing)', 'imdb top 250', 'coming of age', 'criterion', 'rebellion', 'classic', 'loneliness', 'adultery', 'afi 100', 'runaway']",4.073889312753096,32,114,63,385,271,2243,1418,5745,1538,5230
